formula,elements,num_atoms,a,b,c,alpha,beta,gamma,angle_deviation,angle_std,space_group_number,space_group_symbol,crystal_system,symprec_used,min_bond_length,max_bond_length,bond_length_range,min_coordination,max_coordination,fraction_sp,fraction_other,row_index,split,source_file,material_id,relative_energy,volume_ratio,lattice_asymmetry,bond_complexity,hybridization_diversity
C,C,14,2.43077,6.024530000000001,6.62523,104.36715,87.22888,110.93865,38.07692,9.994765876285229,1,P1,triclinic,0.01,1.3731430795873525,1.6031491566770235,0.2300060770896714,3.0,4.0,0.0,0.0,5779,train,huggingface,C-53842-5928-46,0.4864689047619208,6.263813443553352,3.2040135430336902,0.0406342342112078,0.6829081045004717
C,C,8,2.4881799999999994,4.30517,4.30657,80.40562,73.23085,89.99576,26.36777,6.86788271659873,227,Fd-3m,cubic,0.01,1.52119629830341,1.5247951666751876,0.0035988683717775,4.0,4.0,0.0,0.0,5780,train,huggingface,C-13681-3389-56,0.0086930599999947,5.43702159136009,1.461059891165431,0.0009799035690725,-1.0000000826903709e-10
C,C,6,3.63071,3.41085,4.82169,69.36524000000001,53.18195,71.71783,75.73497999999998,8.239555019717729,2,P-1,triclinic,0.01,1.3765786971942062,1.4460890100814816,0.0695103128872753,3.0,3.0,0.0,0.0,5781,train,huggingface,C-126147-4024-8,0.4435058333333472,7.385625957311924,0.3885851527662634,0.0167212993058178,-1.0000000826903709e-10
C,C,6,2.4779100000000005,2.4776600000000006,6.31103,78.6732,78.67347000000001,59.98089,52.67244,8.81170307832714,5,C2,monoclinic,0.01,1.5179724365541858,1.5435477681336105,0.0255753315794247,4.0,4.0,0.0,0.0,5782,train,huggingface,C-172959-2703-49,0.0294998333333182,5.44577534699626,1.547017446154218,0.005777499618196,-1.0000000826903709e-10
C,C,10,3.1940700000000004,4.259,5.97291,111.97113000000002,87.55083,106.00231,40.422610000000006,10.394629908824186,1,P1,triclinic,0.01,1.3463623918565293,1.4830440227203208,0.1366816308637914,3.0,3.0,0.0,0.0,5783,train,huggingface,C-28252-6084-38,0.3420073333333278,7.226523344335035,1.2034081908035823,0.0263578585925836,-1.0000000826903709e-10
C,C,10,2.42874,4.16201,7.51566,94.38398,108.83394,90.09206,23.30998000000001,8.017203635671374,1,P1,triclinic,0.01,1.383035279749883,1.5114159157381668,0.1283806359882837,3.0,4.0,0.0,0.0,5784,train,huggingface,C-126179-5885-2,0.2728723333333391,7.166575066807232,2.808118612943337,0.0321024263075668,0.5004024233381879
C,C,12,2.49165,4.07412,7.09245,84.16707,100.12088,90.01712,15.970930000000024,6.58983311756494,2,P-1,triclinic,0.01,1.4780251383836085,1.6265860471952618,0.1485609088116535,4.0,4.0,0.0,0.0,5785,train,huggingface,C-107742-8736-10,0.2694819999999822,5.874901007857141,2.481596532418277,0.025025168523269,-1.0000000826903709e-10
C,C,18,2.4798,6.02744,7.39219,80.12183,80.36795000000001,78.1559,31.354319999999987,0.9898721029506806,1,P1,triclinic,0.01,1.4188401731122893,1.644472204044905,0.2256320309326154,3.0,4.0,0.0,0.0,5786,train,huggingface,C-106067-9179-21,0.3782297777777899,5.862759992337563,3.4115775465763374,0.0349190545494668,0.3488320956430319
C,C,10,4.23941,4.38467,4.85801,100.55396,120.29564,101.03512,51.88472,9.195005134663544,2,P-1,triclinic,0.01,1.339181981293551,1.4782171039562515,0.1390351226627004,3.0,3.0,0.0,0.0,5787,train,huggingface,C-41306-4542-29,0.3539543333333199,7.223990811169813,0.1801807326962949,0.0259674733947212,-1.0000000826903709e-10
C,C,6,2.42704,5.77146,4.2308,47.006130000000006,89.95826,89.93544000000001,43.100169999999984,20.242451677835096,63,Cmcm,orthorhombic,0.01,1.3829600503946478,1.4975256253869826,0.1145655749923348,3.0,4.0,0.0,0.0,5788,train,huggingface,C-40144-9743-13,0.2598683333333156,7.224443203644956,2.121176412420068,0.0365143193916022,0.6365141680948128
C,C,12,3.68633,4.80174,4.93323,67.82995,114.15985,115.56261,71.89251,22.178152914531804,2,P-1,triclinic,0.01,1.4792386417029932,1.665033405235235,0.1857947635322414,4.0,4.0,0.0,0.0,5789,train,huggingface,C-107742-8736-7,0.3577753333333362,5.808656679554336,0.6408297683604016,0.0299727669256706,-1.0000000826903709e-10
C,C,12,2.46002,4.54465,6.6818,105.83718,90.00301000000002,105.69322,31.533410000000032,7.430600049903248,1,P1,triclinic,0.01,1.4144948167409217,1.5890600153697616,0.1745651986288401,3.0,4.0,0.0,0.0,5790,train,huggingface,C-76050-9799-48,0.3093978333333211,5.747260631281601,2.5635604588580576,0.0285673557511472,0.4505612086663046
C,C,10,2.42701,4.17018,7.40098,86.58979,109.05924000000002,89.86848,22.60097000000001,9.910215048660096,1,P1,triclinic,0.01,1.3815405237548395,1.5143622710981737,0.1328217473433339,3.0,4.0,0.0,0.0,5791,train,huggingface,C-53832-8784-36,0.2823053333333121,7.065550002185072,2.767660619445325,0.0331574112298712,0.5004024233381879
C,C,10,2.51361,6.337430000000001,4.79356,105.43514,105.21347,113.2842,53.93281,3.753421597621146,8,Cm,monoclinic,0.01,1.3524274521862316,1.598515123263787,0.2460876710775554,3.0,4.0,0.0,0.0,5792,train,huggingface,C-184058-8674-41,0.4205873333333159,6.150853288346549,2.428288397961498,0.0502577986854349,0.6730116668092565
C,C,8,2.48767,4.30433,4.30387,70.52531,89.99181,89.99872999999998,19.48415000000001,9.178227598403124,227,Fd-3m,cubic,0.01,1.521625316203483,1.522903638091221,0.0012783218877383,4.0,4.0,0.0,0.0,5793,train,huggingface,C-57158-3314-13,0.0145790833333308,5.431026506776133,1.4603464285857857,0.0003727924141229,-1.0000000826903709e-10
C,C,6,4.218190000000001,2.4800800000000005,3.68881,109.65922,104.82317000000002,89.99971000000001,34.482680000000016,8.364067852786839,12,C2/m,monoclinic,0.01,1.4925808005348782,1.5699458770580352,0.077365076523157,4.0,4.0,0.0,0.0,5794,train,huggingface,C-96700-8739-40,0.2486109999999826,5.829017856928728,0.537550465958148,0.0156420530156412,-1.0000000826903709e-10
C,C,8,3.45973,4.67136,4.71694,112.66654,91.59961,120.43990999999998,54.70606,12.183794906312592,2,P-1,triclinic,0.01,1.3664495842137494,1.4627689798170629,0.0963193956033134,3.0,3.0,0.0,0.0,5795,train,huggingface,C-113058-1288-36,0.3734965833333206,7.276795508854312,0.713593257277302,0.0262515354451677,-1.0000000826903709e-10
C,C,22,3.50517,4.636510000000001,10.88589,82.30649,89.97726,70.09681000000003,27.61943999999997,8.186365970982877,1,P1,triclinic,0.01,1.3147631681566574,1.5818481573924814,0.267084989235824,3.0,4.0,0.0,0.0,5796,train,huggingface,C-106073-1785-61,0.4878644199999996,7.48437652967073,2.4284300048214504,0.0441609073025753,0.4741393128578373
C,C,8,3.4165,3.41414,5.42881,62.94836,62.89605,74.86359000000002,69.29199999999999,5.629263381262446,74,Imma,orthorhombic,0.01,1.4673619051479307,1.581649918802099,0.1142880136541681,4.0,4.0,0.0,0.0,5797,train,huggingface,C-102909-4745-28,0.4314428333333353,6.260812145272979,0.5896882774769502,0.0263527913002477,-1.0000000826903709e-10
C,C,8,2.47573,4.18439,4.79173,64.14263,89.99769,89.98858,25.8711,12.186045489266268,65,Cmmm,orthorhombic,0.01,1.506856385172323,1.5494177318351865,0.0425613466628636,4.0,4.0,0.0,0.0,5798,train,huggingface,C-34631-1494-21,0.1469228333333205,5.5837195338038175,1.6256457691266817,0.0120083597681121,-1.0000000826903709e-10
C,C,6,2.424,4.20958,4.85105,90.81567,60.25816,90.2724,30.82991000000002,14.278621013679476,20,C222_1,orthorhombic,0.01,1.3816930674023815,1.502439246614097,0.1207461792117152,3.0,4.0,0.0,0.0,5799,train,huggingface,C-189692-2339-23,0.2562154999999961,7.162503918169079,1.7378836633663364,0.0370223357103972,0.6365141680948128
C,C,8,3.0947,4.57296,4.85022,104.65918000000002,114.10269,104.21706,52.97893000000002,4.559495972526878,2,P-1,triclinic,0.01,1.3980891963293376,1.4021668367463094,0.0040776404169717,3.0,3.0,0.0,0.0,5800,train,huggingface,C-102885-9341-29,0.1516340833333345,6.960423667704549,1.044941351342618,0.0010353726696751,-1.0000000826903709e-10
C,C,16,4.21702,5.29089,4.97835,75.77364,89.98815,66.49557,37.74264,9.661125955322186,8,Cm,monoclinic,0.01,1.3457554235056692,1.5981662575616702,0.2524108340560009,3.0,4.0,0.0,0.0,5801,train,huggingface,C-134177-945-54,0.4487847083333349,6.1335355333378665,0.4351888300268911,0.03773793069755,0.5623351444188083
C,C,8,2.55488,4.60861,4.5755,103.94169,90.26301,73.61466000000001,30.590039999999988,12.400728441353754,2,P-1,triclinic,0.01,1.3411919335573568,1.663284334515712,0.3220924009583552,3.0,4.0,0.0,0.0,5802,train,huggingface,C-76054-3397-24,0.4046428333333267,6.25587773035911,1.5947324336172348,0.0728050790922696,0.6931471803599453
C,C,14,2.4511,6.41456,6.20211,86.49165,113.59779000000002,101.00486,38.111,11.075287687202032,1,P1,triclinic,0.01,1.3657505249351043,1.6164726782222,0.2507221532870956,3.0,4.0,0.0,0.0,5803,train,huggingface,C-53832-8784-20,0.4037974761904763,6.26457022857756,3.147350169311738,0.0419637774179088,0.6829081045004717
C,C,12,2.43003,5.01731,6.9128,82.54964,90.05390999999999,89.96133000000002,7.542939999999973,3.5159286420738938,10,P2/m,monoclinic,0.01,1.3927044007494167,1.5301062274615362,0.1374018267121195,3.0,4.0,0.0,0.0,5804,train,huggingface,C-177236-5768-52,0.453251999999992,6.964227032131159,2.909449677575997,0.039227819800842,0.6365141680948128
C,C,10,4.47627,4.235570000000001,3.88943,95.80707,101.92241,126.28345000000002,54.01293000000001,13.164208171746104,2,P-1,triclinic,0.01,1.4447338754121517,1.6045011409729308,0.1597672655607791,4.0,4.0,0.0,0.0,5805,train,huggingface,C-96698-840-22,0.4041063333333454,5.577837327558012,0.1848726730067668,0.0303285345529321,-1.0000000826903709e-10
C,C,6,2.45686,3.40902,5.85821,106.32872,101.99547,111.31776,49.64195000000002,3.808946581233304,12,C2/m,monoclinic,0.01,1.399156403667977,1.5940315822825002,0.1948751786145235,3.0,4.0,0.0,0.0,5806,train,huggingface,C-41273-2006-45,0.4192984999999964,6.857040324252774,1.7719813094763242,0.0409363837996232,0.6365141680948128
C,C,8,2.47456,4.436659999999999,6.06293,74.29568,78.34391,56.29095,61.06946000000001,9.585240466857831,12,C2/m,monoclinic,0.01,1.325695230750085,1.544336581147636,0.2186413503975506,3.0,4.0,0.0,0.0,5807,train,huggingface,C-9599-351-15,0.3671528333333356,6.649166539016284,2.243012899262899,0.0369730069059484,0.5623351444188083
C,C,6,2.56379,2.47933,5.73247,102.42246,89.4502,90.21492000000002,13.187180000000026,5.943141322731231,2,P-1,triclinic,0.01,1.3155944207762127,1.5681608932700988,0.2525664724938861,3.0,4.0,0.0,0.0,5808,train,huggingface,C-53836-3159-26,0.267462833333326,5.930592407126816,1.268879276383791,0.0464106971559287,0.6365141680948128
C,C,22,2.43818,8.34171,8.47917,118.74785,87.72727,106.14275,47.16332999999999,12.737934740925969,1,P1,triclinic,0.01,1.326822133313147,1.6109812295603902,0.2841590962472433,3.0,4.0,0.0,0.0,5809,train,huggingface,C-27821-4829-2,0.3348780606060586,6.560374591501309,4.898949216218656,0.0457039230289012,0.5859526181035508
C,C,10,4.259019999999999,3.771360000000001,4.99717,90.32138,94.9671,48.69185000000001,46.59663,20.80598002952729,2,P-1,triclinic,0.01,1.3454362799466888,1.5973000251197167,0.2518637451730279,3.0,4.0,0.0,0.0,5810,train,huggingface,C-40118-1783-41,0.3924633333333247,5.992436985979819,0.2878150372620929,0.040326597391632,0.5004024233381879
C,C,12,2.44671,6.42743,6.39424,102.48882999999998,117.30438,103.5365,53.32970999999998,6.750741966840892,1,P1,triclinic,0.01,1.3268602758831014,1.5827793269451484,0.255919051062047,3.0,4.0,0.0,0.0,5811,train,huggingface,C-47654-5863-27,0.396622833333339,6.712073060268931,3.2403717645327808,0.0452699008002152,0.6931471803599453
C,C,12,2.4255,5.621060000000001,6.32294,95.94377,78.34646,79.06482,28.53249000000001,8.13142268150879,1,P1,triclinic,0.01,1.3897287109820493,1.536979998245887,0.1472512872638376,3.0,4.0,0.0,0.0,5812,train,huggingface,C-134164-924-24,0.3303136666666546,6.832421637843183,2.924345495774068,0.0358112009539937,0.4505612086663046
C,C,6,2.75034,3.62187,4.8101,67.88636,92.42334,90.4524,24.98938000000001,11.131407784011673,65,Cmmm,orthorhombic,0.01,1.3794854912355388,1.4376999644071204,0.0582144731715816,3.0,3.0,0.0,0.0,5813,train,huggingface,C-41312-2882-48,0.4607286666666823,7.39152532855649,1.0657918657329637,0.0146434273975778,-1.0000000826903709e-10
C,C,8,2.48398,3.82447,5.22837,98.85373,89.93303,108.97855,27.89925000000001,7.780479138293624,2,P-1,triclinic,0.01,1.441685805159714,1.6361953450424496,0.1945095398827354,4.0,4.0,0.0,0.0,5814,train,huggingface,C-102875-8418-42,0.3314865833333442,5.793227199106264,1.6444898912229566,0.0291659800705228,-1.0000000826903709e-10
C,C,6,2.51253,4.18205,4.80658,125.02387,121.26439000000002,72.73666,83.55160000000002,23.81182385661796,8,Cm,monoclinic,0.01,1.358262562141681,1.5696754780627844,0.2114129159211033,3.0,4.0,0.0,0.0,5815,train,huggingface,C-96680-6628-31,0.3275754999999947,5.8922041696454,1.5775214624302996,0.0419674001756226,0.6365141680948128
C,C,8,2.4315799999999994,6.091419999999999,4.57877,63.044410000000006,77.99452,71.57801,57.38305999999999,6.123721803611115,2,P-1,triclinic,0.01,1.3955223450798706,1.4057972524339235,0.0102749073540531,3.0,3.0,0.0,0.0,5816,train,huggingface,C-145298-5550-45,0.1166653333333442,7.148175168475068,2.388171476982045,0.0029308628685829,-1.0000000826903709e-10
C,C,6,3.26435,4.23374,4.24346,59.959390000000006,49.74376,55.999859999999984,104.29699,4.205495892649153,2,P-1,triclinic,0.01,1.3430996116539626,1.5678809346198337,0.2247813229658708,3.0,4.0,0.0,0.0,5817,train,huggingface,C-193938-7314-8,0.361763499999995,6.032491706919758,0.5969029056320554,0.039822785302801,0.6365141680948128
C,C,10,2.44289,4.80614,5.96545,119.83261000000002,101.77926,75.32721,56.28466000000002,18.27677647418227,1,P1,triclinic,0.01,1.4629297349486623,1.55192605377705,0.0889963188283877,3.0,4.0,0.0,0.0,5818,train,huggingface,C-193915-3332-4,0.3744883333333177,5.852135987537201,2.409363499789184,0.0177858851573415,0.5004024233381879
C,C,8,2.45434,5.18221,5.73866,83.05815,115.40968,89.96256,32.388970000000015,13.911818664891458,6,Pm,monoclinic,0.01,1.3941288499521334,1.5986521136715146,0.2045232637193812,3.0,4.0,0.0,0.0,5819,train,huggingface,C-102891-3492-38,0.4101615833333198,8.166629473854425,2.4496157826544,0.0437048261773951,0.6931471803599453
C,C,14,2.4796400000000003,6.34983,5.86874,98.25067,77.73221,78.66268,31.85578000000001,9.46080996904012,1,P1,triclinic,0.01,1.4402602724916522,1.674896950410484,0.2346366779188318,3.0,4.0,0.0,0.0,5820,train,huggingface,C-141055-6281-54,0.4667767619047538,6.204422663279456,2.927558032617638,0.0367733914085325,0.410116318088409
C,C,8,2.58519,4.61361,4.24739,98.23741,104.344,79.49002000000002,33.09138999999999,10.574998792122855,2,P-1,triclinic,0.01,1.3649000200313937,1.6455718072339078,0.2806717872025142,3.0,4.0,0.0,0.0,5821,train,huggingface,C-102899-3014-49,0.4004940833333421,5.9999642959440935,1.4276010660725136,0.0544347098310652,0.6931471803599453
C,C,10,2.51397,4.6793,6.64855,49.12401,82.41858000000002,77.10717,61.35023999999999,14.605161611409857,1,P1,triclinic,0.01,1.326462602080121,1.61389938955205,0.2874367874719292,3.0,4.0,0.0,0.0,5822,train,huggingface,C-152599-7664-20,0.4014663333333317,5.763608445632499,2.505960691655031,0.037692572186667,0.5004024233381879
C,C,6,3.2598900000000004,4.23752,3.63049,90.1392,104.4388,130.19656,54.77456000000001,16.574856629335358,2,P-1,triclinic,0.01,1.3441180123709842,1.567649327662641,0.2235313152916569,3.0,4.0,0.0,0.0,5823,train,huggingface,C-96682-5217-3,0.3611541666666653,6.030200174946205,0.4135814398645348,0.0394994091149778,0.6365141680948128
C,C,8,2.4852700000000003,4.78141,4.67829,87.77183,105.38535,121.34477,48.958290000000005,13.71163931268452,8,Cm,monoclinic,0.01,1.4818099984101116,1.5972686944395709,0.1154586960294592,4.0,4.0,0.0,0.0,5824,train,huggingface,C-90821-8000-23,0.190704083333344,5.680568934738319,1.8063067594265407,0.0221514021674438,-1.0000000826903709e-10
C,C,8,2.43137,4.22727,5.96567,126.88134,89.98967000000002,106.74378,53.63544999999998,15.082060130553192,12,C2/m,monoclinic,0.01,1.4676005437942727,1.548998501959775,0.0813979581655022,3.0,4.0,0.0,0.0,5825,train,huggingface,C-107746-1080-36,0.3331828333333249,5.719505977127282,2.192261975758524,0.0201535270418524,0.5623351444188083
C,C,8,3.28992,3.31116,4.83619,77.19131,77.12401,79.71676,35.96792000000001,1.2066841414480491,1,P1,triclinic,0.01,1.383905923270642,1.5850508978861737,0.2011449746155316,3.0,4.0,0.0,0.0,5826,train,huggingface,C-47660-7998-44,0.3369753333333278,6.201999037569313,0.476458394125085,0.0466849768589227,0.6931471803599453
C,C,6,2.4796000000000005,2.53672,6.26672,66.5555,78.46615,89.88563,35.09272,9.525189252770202,2,P-1,triclinic,0.01,1.3383476262639735,1.559900113993539,0.2215524877295653,3.0,4.0,0.0,0.0,5827,train,huggingface,C-13915-4927-50,0.274479499999984,5.883580676550181,1.550346830133892,0.0410225807125021,0.6365141680948128
C,C,20,2.46881,4.340369999999999,12.08403,103.85367,86.95313000000002,90.04333,16.94386999999999,7.347736456043225,1,P1,triclinic,0.01,1.3270246985705851,1.6355437077825552,0.30851900921197,3.0,4.0,0.0,0.0,5828,train,huggingface,C-50249-759-12,0.3802578333333315,6.276650052276746,4.652759831659788,0.0437955002362642,0.5004024233381879
C,C,8,3.4270399999999994,4.74076,4.73074,72.35192000000002,43.64019000000001,65.28497,88.72291999999997,12.214753024945788,14,P2_1/c,monoclinic,0.01,1.476085253808502,1.582569174496365,0.1064839206878631,4.0,4.0,0.0,0.0,5829,train,huggingface,C-145311-9710-32,0.3693690833333392,6.022983869916742,0.7637553107054489,0.023952122305268,-1.0000000826903709e-10
C,C,12,2.47864,3.98994,8.42283,103.57354,63.74847,89.99917,39.82589999999999,16.53077591743419,1,P1,triclinic,0.01,1.4617826707442412,1.5771647211755395,0.1153820504312985,3.0,4.0,0.0,0.0,5830,train,huggingface,C-107756-3646-26,0.3918528333333313,6.008656909061773,3.007895458799986,0.0192623967454437,0.4505612086663046
C,C,8,2.4320700000000004,4.200779999999999,5.98099,79.24907,73.34616,89.77867,27.6261,6.796602153757913,2,P-1,triclinic,0.01,1.3984410016026678,1.4079558576798523,0.0095148560771844,3.0,3.0,0.0,0.0,5831,train,huggingface,C-145335-4867-29,0.116917833333332,7.1793390730642,2.1864625606993213,0.0029286657118601,-1.0000000826903709e-10
C,C,6,2.48092,3.68918,4.84156,111.45774,104.8651,109.65623,55.97907000000001,2.7821507892396267,12,C2/m,monoclinic,0.01,1.4936460317541251,1.572523957692512,0.0788779259383867,4.0,4.0,0.0,0.0,5832,train,huggingface,C-193960-2739-37,0.2445041666666725,5.834406463084839,1.4385389291069448,0.0156594450518532,-1.0000000826903709e-10
C,C,10,4.20316,4.30541,4.55819,100.45914,88.77293000000002,59.48066999999999,42.20554,17.23639239004562,1,P1,triclinic,0.01,1.3220458381059128,1.556626849978292,0.2345810118723792,3.0,4.0,0.0,0.0,5833,train,huggingface,C-172951-5413-50,0.4857933333333335,6.924681301707778,0.1087943356902902,0.0496831934388105,0.6730116668092565
C,C,6,2.42703,4.87885,4.22957,87.61267,89.97962,60.18372,32.22399000000001,13.522595934274843,40,Ama2,orthorhombic,0.01,1.3841806982596554,1.5004946134241863,0.1163139151645309,3.0,4.0,0.0,0.0,5834,train,huggingface,C-136204-3885-34,0.2420388333333392,7.233897761882171,1.752907875057169,0.0365872554550098,0.6365141680948128
C,C,8,2.48623,2.48661,7.03081,89.99935,89.99858000000002,89.99535000000002,0.0067199999999587,0.0185242748505717,227,Fd-3m,cubic,0.01,1.521781174504612,1.5232900884337626,0.0015089139291506,4.0,4.0,0.0,0.0,5835,train,huggingface,C-13673-3188-4,0.0149103333333187,5.43330833557048,1.8280529154583447,0.0004507445143332,-1.0000000826903709e-10
C,C,12,2.51142,4.69411,7.47172,112.57933,104.34321,107.29547,54.21801000000004,3.406997509401301,1,P1,triclinic,0.01,1.3332369524303262,1.6367888090817015,0.3035518566513753,3.0,4.0,0.0,0.0,5836,train,huggingface,C-145397-8330-4,0.4365195000000028,5.900856932175612,2.84420367760072,0.0379094271745214,0.4505612086663046
C,C,12,3.62547,4.816549999999999,5.6801,89.83078,87.20453,112.11598,25.080669999999984,11.175904980532394,2,P-1,triclinic,0.01,1.381930944157503,1.4424676738066669,0.0605367296491639,3.0,3.0,0.0,0.0,5837,train,huggingface,C-56510-2784-15,0.4001936666666381,7.646318658222845,0.895252201783493,0.0151753482055691,-1.0000000826903709e-10
C,C,18,2.48121,6.015079999999999,8.72311,81.91184,81.80666,65.61127000000002,40.67022999999999,7.659491587489477,1,P1,triclinic,0.01,1.317800167184384,1.6126373392630735,0.2948371720786895,3.0,4.0,0.0,0.0,5838,train,huggingface,C-50233-3274-32,0.4642397777777773,6.493170675691461,3.939920442042391,0.0456436134846841,0.6365141680948128
C,C,12,3.61588,4.82264,5.7956,126.39086000000002,91.17698,111.29452,58.86236000000004,14.424640344838952,5,C2,monoclinic,0.01,1.4698122201521342,1.6101169592293971,0.1403047390772631,4.0,4.0,0.0,0.0,5839,train,huggingface,C-107727-1562-49,0.2842103333333341,5.99589696036247,0.9365576291248604,0.0234942049432411,-1.0000000826903709e-10
C,C,16,2.4729,5.30984,7.71054,98.11688,80.72325,89.98858999999999,17.405040000000014,7.105975484029074,1,P1,triclinic,0.01,1.3194035956991033,1.7630863583260363,0.443682762626933,3.0,4.0,0.0,0.0,5840,train,huggingface,C-113072-9570-58,0.4644484583333224,6.180771381015776,3.265227061344979,0.0522065307255445,0.5623351444188083
C,C,14,2.42685,7.51371,5.61155,77.74443,101.07376999999998,80.6114,32.717939999999984,10.387953535136525,1,P1,triclinic,0.01,1.390154353579908,1.5270529451356802,0.1368985915557723,3.0,4.0,0.0,0.0,5841,train,huggingface,C-136229-8372-42,0.293496047619044,6.849088673398668,3.408352390959474,0.0339229161015803,0.410116318088409
C,C,6,2.46962,3.23756,5.16662,92.14977,89.95884,112.39544,24.586370000000016,10.09999091074289,12,C2/m,monoclinic,0.01,1.3299267291445735,1.5698752940829166,0.239948564938343,3.0,4.0,0.0,0.0,5842,train,huggingface,C-189711-9707-27,0.3113501666666707,6.36053098375963,1.4030255666863722,0.0456828180085515,0.6365141680948128
C,C,6,2.491,3.59298,4.35281,84.29693,73.38239,69.70505,42.61563,6.196531062005581,12,C2/m,monoclinic,0.01,1.514705615523345,1.569530922428603,0.054825306905258,4.0,4.0,0.0,0.0,5843,train,huggingface,C-141016-4064-35,0.3596969999999828,5.83558571229624,1.1897992773986352,0.0122999375754048,-1.0000000826903709e-10
C,C,8,3.2174,2.4654899999999995,7.46828,90.08117,75.33927,67.62431000000001,37.11758999999999,9.316382133229371,12,C2/m,monoclinic,0.01,1.344641082945053,1.5951259040950736,0.2504848211500206,3.0,4.0,0.0,0.0,5844,train,huggingface,C-148236-3608-10,0.3143190833333449,6.585050418689075,1.5549170137378008,0.0508364706164775,0.6931471803599453
C,C,18,2.4354399999999994,8.83241,6.47707,110.33589,101.36773,85.71845,35.98516999999998,10.172655124060118,1,P1,triclinic,0.01,1.3751317534023917,1.567550125572441,0.1924183721700496,3.0,4.0,0.0,0.0,5845,train,huggingface,C-172959-1751-3,0.2787414444444493,7.115397361511402,4.286124889137078,0.0354903309052351,0.5297061988576545
C,C,6,2.49107,3.5933200000000003,4.35115,84.30692,73.37227,69.71037000000001,42.61043999999998,6.200675179499942,12,C2/m,monoclinic,0.01,1.514968326780708,1.568614042549501,0.053645715768793,4.0,4.0,0.0,0.0,5846,train,huggingface,C-28230-7089-37,0.3618240000000128,5.833968957653229,1.1891797500672403,0.0122176665420822,-1.0000000826903709e-10
C,C,8,3.76112,4.20986,4.26924,84.17865,68.31341000000002,67.99591,49.51202999999998,7.554893340045686,1,P1,triclinic,0.01,1.3604404617011494,1.457492297226003,0.0970518355248535,3.0,3.0,0.0,0.0,5847,train,huggingface,C-57115-1468-23,0.4710453333333362,7.273031112577985,0.254408261368954,0.0237069045558123,-1.0000000826903709e-10
C,C,8,2.47606,4.79197,4.86347,67.94939,59.37494000000002,89.96346,52.71220999999999,12.883227798437083,65,Cmmm,orthorhombic,0.01,1.507256604825348,1.5495163575810709,0.0422597527557229,4.0,4.0,0.0,0.0,5848,train,huggingface,C-76034-2029-14,0.1490453333333334,5.586401033250727,1.899517782283144,0.011771671012827,-1.0000000826903709e-10
C,C,12,2.4540200000000003,5.73053,5.97843,82.13257,71.85513,64.7034,51.3089,7.153468326121408,1,P1,triclinic,0.01,1.355974417531011,1.6290423282284685,0.2730679106974574,3.0,4.0,0.0,0.0,5849,train,huggingface,C-73659-6673-41,0.428371999999996,6.019255595391669,2.771338456899292,0.0480582649390087,0.6365141680948128
C,C,10,2.47714,4.143769999999999,6.07765,94.48227,101.72177,90.00576,16.2098,4.827172997730894,1,P1,triclinic,0.01,1.480828935500587,1.6162793362140588,0.1354504007134718,4.0,4.0,0.0,0.0,5850,train,huggingface,C-157687-9066-12,0.4271223333333296,6.088926285825938,2.126298876930654,0.0205785201243287,-1.0000000826903709e-10
C,C,6,2.4807200000000003,3.74321,3.84484,90.06571,89.91700999999999,89.95698,0.1917200000000036,0.0628326735597554,51,Pmma,orthorhombic,0.01,1.5082016443092954,1.5755565709981083,0.0673549266888131,4.0,4.0,0.0,0.0,5851,train,huggingface,C-130528-4330-41,0.3969258333333414,5.950426533598883,1.0588095391660484,0.0151688686917272,-1.0000000826903709e-10
C,C,12,3.47043,3.5617400000000004,6.93547,99.31639,102.64642,106.38836,38.351170000000025,2.8887516420573216,1,P1,triclinic,0.01,1.3493524666807086,1.794799352691101,0.4454468860103924,3.0,4.0,0.0,0.0,5852,train,huggingface,C-56483-6668-9,0.425375333333335,6.4937717820318985,1.0247577389545388,0.0775495341573618,0.6365141680948128
C,C,12,4.22437,3.4535600000000004,6.42532,86.28668000000002,105.76493,102.21912,31.697369999999992,8.47098076423398,2,P-1,triclinic,0.01,1.40006700595157,1.4062098050393288,0.0061427990877589,3.0,3.0,0.0,0.0,5853,train,huggingface,C-113060-2504-42,0.1022828333333336,7.347272984217555,0.703480045545253,0.0013831995283783,-1.0000000826903709e-10
C,C,12,2.47842,4.28967,6.78213,114.95416000000002,89.99318,90.00298,24.96396000000001,11.764409613523144,166,R-3m,trigonal,0.01,1.5184773839240566,1.5427311165375472,0.0242537326134906,4.0,4.0,0.0,0.0,5854,train,huggingface,C-106859-2905-58,0.020139499999999,5.447800757660254,2.4672815745515293,0.0054923724319912,-1.0000000826903709e-10
C,C,6,3.39052,2.4633900000000004,5.28328,90.04643,93.41873,111.02161,24.48677,9.19656921306829,1,P1,triclinic,0.01,1.4001507519810037,1.5900956630078065,0.189944911026803,3.0,4.0,0.0,0.0,5855,train,huggingface,C-130561-7361-3,0.3901621666666699,6.850839693248272,0.8316983825489894,0.0402133804744852,0.6365141680948128
